City Name,Total No. of Live Births (in Thousands)-2013-14,Total No. of Live Births (in Thousands)-2014-15,Total No. of Live Births (in Thousands)-2015-16,Total No. of Live Births (in Thousands)-2016-17,Total No. of Live Births (in Thousands)-2017-18,No. of Deaths - Total (in Thousands)-2013-14,No. of Deaths - Total (in Thousands)-2014-15,No. of Deaths - Total (in Thousands)-2015-16,No. of Deaths - Total (in Thousands)-2016-17,No. of Deaths - Total (in Thousands)-2017-18,No. of Deaths - Male (in Thousands)-2013-14,No. of Deaths - Male (in Thousands)-2014-15,No. of Deaths - Male (in Thousands)-2015-16,No. of Deaths - Male (in Thousands)-2016-17,No. of Deaths - Male (in Thousands)-2017-18,No. of Deaths - Female (in Thousands)-2013-14,No. of Deaths - Female (in Thousands)-2014-15,No. of Deaths - Female (in Thousands)-2015-16,No. of Deaths - Female (in Thousands)-2016-17,No. of Deaths - Female (in Thousands)-2017-18,No. of Deaths - Infants (0-1 year) (in Thousands)-2013-14,No. of Deaths - Infants (0-1 year) (in Thousands)-2014-15,No. of Deaths - Infants (0-1 year) (in Thousands)-2015-16,No. of Deaths - Infants (0-1 year) (in Thousands)-2016-17,No. of Deaths - Infants (0-1 year) (in Thousands)-2017-18,No. of Deaths - Children (1-5 years) (in Thousands)-2013-14,"No. of Deaths - Children (1-5 years)
(in Thousands)-2014-15","No. of Deaths - Children (1-5 years)
(in Thousands)-2015-16","No. of Deaths - Children (1-5 years)
(in Thousands)-2016-17","No. of Deaths - Children (1-5 years)
(in Thousands)-2017-18",No. of Deaths - age above 5 years (in Thousands)-2013-14,"No. of Deaths - age above 5 years
 (in Thousands)-2014-15","No. of Deaths - age above 5 years
 (in Thousands)-2015-16","No. of Deaths - age above 5 years
 (in Thousands)-2016-17","No. of Deaths - age above 5 years
 (in Thousands)-2017-18"
Ahmedabad,105833,102615,103036,101338,101792,44769,47638,47346,50951,50427,27087,28801,24603,29580,30387,17799,18963,16335,19400,20427,8867,8113,262,2798,3071,686,715,645,817,827,35834,39065,38188,44889,46433
